location,category,chambres,salles_de_bains,superficie,type_de_transaction,date,price
"Ariana, Ariana Ville",Maisons et Villas,5.0,3.0,210.0,À Vendre,6 février 2020,320000.0
"Ariana, La Soukra",Appartements,2.0,2.0,186.0,À Vendre,6 février 2020,470000.0
"Ariana, La Soukra",Appartements,3.0,3.0,188.0,À Vendre,6 février 2020,650000.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1.0,-1.0,69.0,À Louer,6 février 2020,0.0
"Ariana, La Soukra",Appartements,4.0,3.0,370.0,À Vendre,6 février 2020,1100000.0
"Ariana, Ennasr",Appartements,2.0,2.0,120.0,À Louer,6 février 2020,100.0
"Ariana, Ennasr",Appartements,1.0,1.0,87.0,À Vendre,6 février 2020,243000.0
"Ariana, Mnihla",Terrains et Fermes,,,,,6 février 2020,97126380.0
"Ariana, Mnihla",Appartements,2.0,1.0,1.0,À Vendre,6 février 2020,0.0
"Ariana, La Soukra",Appartements,3.0,3.0,165.0,À Vendre,6 février 2020,650000.0
"Ariana, La Soukra",Appartements,3.0,195.0,,À Vendre,6 février 2020,390000.0
"Ariana, Raoued",Appartements,2.0,1.0,98.0,À Louer,6 février 2020,550.0
"Ariana, Borj Louzir",Appartements,2.0,1.0,60.0,À Louer,6 février 2020,380.0
"Ariana, Jardins D'el Menzah",Appartements,4.0,2.0,130.0,À Vendre,6 février 2020,285000.0
"Ariana, Ariana",Terrains et Fermes,,,,,6 février 2020,27400.0
"Ariana, Ghazela",Appartements,3.0,1.0,85.0,À Louer,6 février 2020,150.0
"Ariana, Ennasr","Magasins, Commerces et Locaux industriels",-1.0,-1.0,420.0,À Vendre,6 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,6 février 2020,400000.0
"Ariana, Raoued",Terrains et Fermes,,,,,6 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,6 février 2020,0.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1.0,220.0,,À Louer,6 février 2020,1100.0
"Ariana, Autres villes",Maisons et Villas,4.0,1.0,1.0,À Vendre,6 février 2020,120000.0
"Ariana, Ennasr",Appartements,1.0,1.0,60.0,À Vendre,6 février 2020,180000.0
"Ariana, Raoued",Terrains et Fermes,,,,,6 février 2020,0.0
"Ariana, La Soukra",Appartements,2.0,1.0,130.0,À Louer,6 février 2020,750.0
"Ariana, La Soukra",Appartements,2.0,1.0,120.0,À Louer,6 février 2020,700.0
"Ariana, Autres villes",Appartements,4.0,2.0,110.0,À Louer,6 février 2020,830.0
"Ariana, Autres villes",Appartements,6.0,2.0,160.0,À Vendre,6 février 2020,270000.0
"Ariana, Autres villes",Appartements,3.0,2.0,140.0,À Louer,6 février 2020,1400.0
"Ariana, Ghazela",Maisons et Villas,6.0,2.0,2.0,À Vendre,6 février 2020,0.0
"Ariana, Ghazela",Maisons et Villas,2.0,1.0,130.0,À Louer,6 février 2020,650.0
"Ariana, Ennasr",Maisons et Villas,4.0,1.0,110.0,À Louer,6 février 2020,1300.0
"Ariana, Autres villes",Appartements,2.0,1.0,90.0,À Louer,6 février 2020,90.0
"Ariana, Ghazela",Maisons et Villas,7.0,2.0,500.0,À Vendre,6 février 2020,0.0
"Ariana, Ennasr",Appartements,1.0,1.0,75.0,À Vendre,6 février 2020,190000.0
"Ariana, La Soukra",Appartements,2.0,2.0,100.0,À Louer,6 février 2020,850.0
"Ariana, Autres villes",Appartements,4.0,1.0,100.0,À Vendre,6 février 2020,400000.0
"Ariana, Autres villes",Terrains et Fermes,,,,,6 février 2020,750.0
"Ariana, Borj Louzir",Terrains et Fermes,,,,,6 février 2020,100000.0
"Ariana, La Soukra",Appartements,1.0,1.0,80.0,À Louer,6 février 2020,120.0
"Ariana, Borj Louzir","Magasins, Commerces et Locaux industriels",1.0,120.0,,À Louer,6 février 2020,0.0
"Ariana, Autres villes",Maisons et Villas,4.0,2.0,120.0,À Vendre,6 février 2020,200000.0
"Ariana, Ariana","Magasins, Commerces et Locaux industriels",1.0,20.0,,À Vendre,6 février 2020,0.0
"Ariana, Jardins D'el Menzah",Appartements,3.0,1.0,130.0,À Louer,6 février 2020,1400.0
"Ariana, Ariana Ville",Appartements,3.0,2.0,138.0,À Vendre,6 février 2020,295000.0
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",3.0,2.0,98.0,À Vendre,6 février 2020,65.0
"Ariana, Ghazela",Maisons et Villas,4.0,1.0,160.0,À Louer,6 février 2020,0.0
"Ariana, La Soukra",Maisons et Villas,3.0,1.0,90.0,À Louer,6 février 2020,470.0
"Ariana, La Soukra",Appartements,1.0,1.0,85.0,À Louer,6 février 2020,950.0
"Ariana, La Soukra",Terrains et Fermes,,,,,6 février 2020,0.0
"Ariana, Autres villes",Appartements,1.0,1.0,0.0,À Louer,6 février 2020,150.0
"Ariana, Mnihla",Terrains et Fermes,,,,,6 février 2020,260.0
"Ariana, La Soukra",Appartements,2.0,127.0,,À Vendre,6 février 2020,2500.0
"Ariana, Autres villes",Maisons et Villas,2.0,1.0,110.0,À Vendre,6 février 2020,115.0
"Ariana, Autres villes",Terrains et Fermes,,,,,6 février 2020,43000.0
"Ariana, Autres villes",Appartements,3.0,1.0,130.0,À Louer,6 février 2020,120.0
"Ariana, Ariana Ville",Terrains et Fermes,,,,,6 février 2020,470.0
"Ariana, Ariana Ville",Terrains et Fermes,,,,,6 février 2020,470.0
"Ariana, Mnihla",Terrains et Fermes,,,,,6 février 2020,0.0
"Ariana, Ghazela",Maisons et Villas,3.0,200.0,,À Vendre,6 février 2020,180000.0
"Ariana, Chotrana",Appartements,1.0,1.0,72.0,À Vendre,6 février 2020,160000.0
"Ariana, Jardins D'el Menzah","Magasins, Commerces et Locaux industriels",1.0,105.0,,À Louer,6 février 2020,2500.0
"Ariana, Ariana",Maisons et Villas,4.0,2.0,260.0,À Vendre,6 février 2020,490000.0
"Ariana, Ariana Ville",Bureaux et Plateaux,7.0,1.0,228.0,À Vendre,6 février 2020,0.0
"Ariana, Jardins D'el Menzah",Appartements,5.0,2.0,205.0,À Vendre,6 février 2020,385000.0
"Ariana, Chotrana",Appartements,2.0,1.0,62.0,À Vendre,6 février 2020,109000.0
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,6 février 2020,650.0
"Ariana, Mnihla",Maisons et Villas,5.0,3.0,4.0,À Louer,6 février 2020,0.0
"Ariana, La Soukra",Maisons et Villas,4.0,1.0,260.0,À Vendre,6 février 2020,650.0
"Ariana, Raoued",Terrains et Fermes,,,,,6 février 2020,250.0
"Ariana, Borj Louzir",Appartements,3.0,1.0,80.0,À Louer,6 février 2020,450.0
"Ariana, Borj Louzir",Appartements,3.0,1.0,85.0,À Vendre,6 février 2020,150000.0
"Ariana, Ariana",Maisons et Villas,3.0,2.0,120.0,À Louer,6 février 2020,0.0
"Ariana, Autres villes",Maisons et Villas,4.0,2.0,350.0,À Louer,6 février 2020,1700.0
"Ariana, Autres villes",Maisons et Villas,4.0,2.0,300.0,À Louer,6 février 2020,800.0
"Ariana, Mnihla",Terrains et Fermes,,,,,6 février 2020,0.0
"Ariana, Ghazela",Appartements,1.0,1.0,40.0,À Louer,5 février 2020,300.0
"Ariana, La Soukra",Maisons et Villas,,,,,5 février 2020,450000.0
"Ariana, Borj Louzir",Appartements,1.0,40.0,,À Louer,5 février 2020,320.0
"Ariana, Ghazela",Maisons et Villas,1.0,1.0,40.0,À Louer,5 février 2020,450.0
"Ariana, Borj Louzir","Magasins, Commerces et Locaux industriels",-1.0,1.0,120.0,À Louer,5 février 2020,490.0
"Ariana, Chotrana",Maisons et Villas,2.0,1.0,100.0,À Louer,5 février 2020,290.0
"Ariana, Ettadhamen",Maisons et Villas,3.0,1.0,1.0,À Louer,5 février 2020,600.0
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",1.0,2.0,85.0,À Louer,5 février 2020,0.0
"Ariana, Ariana",Maisons et Villas,2.0,1.0,80.0,À Louer,5 février 2020,380.0
"Ariana, Raoued",Maisons et Villas,2.0,1.0,90.0,À Louer,5 février 2020,250.0
"Ariana, La Soukra",Appartements,3.0,1.0,110.0,À Louer,5 février 2020,790.0
"Ariana, Raoued",Appartements,2.0,1.0,100.0,À Louer,5 février 2020,400.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,2820150.0
"Ariana, Ennasr",Bureaux et Plateaux,2.0,1.0,90.0,À Louer,5 février 2020,900.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Mnihla",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, La Soukra",Maisons et Villas,3.0,1.0,130.0,À Louer,5 février 2020,370.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ariana",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,800000.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ariana",Appartements,4.0,2.0,180.0,À Louer,5 février 2020,1200.0
"Ariana, Ariana",Maisons et Villas,6.0,3.0,350.0,À Louer,5 février 2020,2850.0
"Ariana, Ariana",Appartements,2.0,1.0,52.0,À Vendre,5 février 2020,85000.0
"Ariana, Ariana",Appartements,3.0,2.0,120.0,À Vendre,5 février 2020,245000.0
"Ariana, Ariana",Terrains et Fermes,,,,,5 février 2020,249000.0
"Ariana, Ariana",Terrains et Fermes,,,,,5 février 2020,190000.0
"Ariana, Ariana",Appartements,3.0,2.0,153.0,À Vendre,5 février 2020,339000.0
"Ariana, Ghazela",Appartements,2.0,1.0,115.0,À Vendre,5 février 2020,168000.0
"Ariana, Ariana",Maisons et Villas,3.0,2.0,609.0,À Vendre,5 février 2020,540000.0
"Ariana, Ariana",Maisons et Villas,3.0,2.0,161.0,À Vendre,5 février 2020,370000.0
"Ariana, Raoued",Appartements,3.0,1.0,100.0,À Vendre,5 février 2020,125.0
"Ariana, Ariana",Appartements,2.0,1.0,70.0,À Vendre,5 février 2020,230000.0
"Ariana, Ariana",Terrains et Fermes,,,,,5 février 2020,230000.0
"Ariana, Ariana",Maisons et Villas,3.0,4.0,1078.0,À Vendre,5 février 2020,1700000.0
"Ariana, Ariana",Bureaux et Plateaux,1.0,1.0,60.0,À Vendre,5 février 2020,160000.0
"Ariana, Ghazela",Bureaux et Plateaux,3.0,1.0,131.0,À Louer,5 février 2020,2500.0
"Ariana, Ghazela",Appartements,3.0,2.0,125.0,À Vendre,5 février 2020,210000.0
"Ariana, Ghazela",Terrains et Fermes,,,,,5 février 2020,120000.0
"Ariana, Ghazela",Bureaux et Plateaux,2.0,1.0,100.0,À Louer,5 février 2020,1600.0
"Ariana, Ghazela",Maisons et Villas,3.0,2.0,400.0,À Vendre,5 février 2020,650000.0
"Ariana, Ghazela",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ghazela",Maisons et Villas,4.0,2.0,410.0,À Vendre,5 février 2020,530000.0
"Ariana, Ariana",Appartements,2.0,1.0,65.0,À Louer,5 février 2020,600.0
"Ariana, Ghazela",Maisons et Villas,4.0,2.0,120.0,À Vendre,5 février 2020,175000.0
"Ariana, Borj Louzir",Appartements,3.0,2.0,150.0,À Louer,5 février 2020,550.0
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,5 février 2020,530.0
"Ariana, Ennasr",Appartements,3.0,1.0,80.0,À Louer,5 février 2020,800.0
"Ariana, Ennasr",Appartements,2.0,1.0,60.0,À Louer,5 février 2020,650.0
"Ariana, Ennasr",Appartements,4.0,2.0,157.0,À Vendre,5 février 2020,441000.0
"Ariana, La Soukra",Appartements,3.0,2.0,187.0,À Vendre,5 février 2020,570000.0
"Ariana, Borj Louzir",Maisons et Villas,3.0,1.0,60.0,À Louer,5 février 2020,300.0
"Ariana, Jardins D'el Menzah",Appartements,1.0,1.0,57.0,À Vendre,5 février 2020,145000.0
"Ariana, Ennasr",Locations de vacances,1.0,1.0,60.0,À Louer,5 février 2020,70.0
"Ariana, La Soukra",Maisons et Villas,5.0,3.0,327.0,À Vendre,5 février 2020,840000.0
"Ariana, Mnihla",Maisons et Villas,3.0,1.0,155.0,À Louer,5 février 2020,465.0
"Ariana, Autres villes",Appartements,2.0,1.0,95.0,À Louer,5 février 2020,90.0
"Ariana, Autres villes",Appartements,2.0,1.0,95.0,À Louer,5 février 2020,90.0
"Ariana, Mnihla","Magasins, Commerces et Locaux industriels",1.0,1.0,750.0,À Vendre,5 février 2020,650.0
"Ariana, Ennasr",Appartements,1.0,1.0,50.0,À Louer,5 février 2020,650.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",2.0,1.0,40.0,À Vendre,5 février 2020,82000.0
"Ariana, La Soukra",Appartements,1.0,1.0,80.0,À Louer,5 février 2020,90.0
"Ariana, Chotrana",Terrains et Fermes,,,,,5 février 2020,480.0
"Ariana, Jardins D'el Menzah",Maisons et Villas,1.0,1.0,60.0,À Louer,5 février 2020,0.0
"Ariana, Mnihla",Appartements,3.0,1.0,130.0,À Louer,5 février 2020,650.0
"Ariana, Ghazela",Appartements,3.0,1.0,105.0,À Louer,5 février 2020,750.0
"Ariana, Jardins D'el Menzah",Appartements,2.0,2.0,126.0,À Vendre,5 février 2020,330000.0
"Ariana, Ghazela",Maisons et Villas,5.0,3.0,220.0,À Vendre,5 février 2020,480000.0
"Ariana, Autres villes",Autre Immobilier,,,,,5 février 2020,2000.0
"Ariana, La Soukra",Appartements,3.0,1.0,150.0,À Louer,5 février 2020,650.0
"Ariana, Ennasr",Appartements,3.0,2.0,163.0,À Vendre,5 février 2020,340000.0
"Ariana, Autres villes",Appartements,1.0,1.0,70.0,À Louer,5 février 2020,280.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1.0,1.0,3366.0,À Vendre,5 février 2020,1250.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ariana",Appartements,2.0,1.0,90.0,À Louer,5 février 2020,750.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Mnihla",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Mnihla",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ennasr",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ariana",Appartements,-4.0,-2.0,260.0,À Vendre,5 février 2020,250.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Mnihla",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, La Soukra",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, La Soukra",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, La Soukra",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, La Soukra",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Chotrana",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Chotrana",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ghazela",Maisons et Villas,4.0,1.0,100.0,À Louer,5 février 2020,530.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,180000.0
"Ariana, Ariana",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ariana",Appartements,4.0,1.0,110.0,À Louer,5 février 2020,600.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Mnihla",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ennasr",Appartements,2.0,1.0,105.0,À Vendre,5 février 2020,220000.0
"Ariana, Mnihla",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,0.0
"Ariana, Ariana",Appartements,4.0,1.0,153.0,À Vendre,5 février 2020,360000.0
"Ariana, Ennasr",Appartements,3.0,2.0,200.0,À Louer,5 février 2020,2300.0
"Ariana, La Soukra",Maisons et Villas,5.0,4.0,650.0,À Vendre,5 février 2020,0.0
"Ariana, Jardins D'el Menzah",Appartements,2.0,1.0,120.0,À Vendre,5 février 2020,230000.0
"Ariana, Jardins D'el Menzah",Appartements,1.0,1.0,1.0,À Louer,5 février 2020,600.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",2.0,1.0,160.0,À Louer,5 février 2020,800.0
"Ariana, Ennasr",Appartements,2.0,2.0,140.0,À Louer,5 février 2020,1250.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,200.0
"Ariana, Ennasr",Appartements,2.0,1.0,110.0,À Louer,5 février 2020,1100.0
"Ariana, Ennasr",Appartements,5.0,2.0,205.0,À Vendre,5 février 2020,385000.0
"Ariana, Ariana",Autre Immobilier,,,,,5 février 2020,0.0
"Ariana, Autres villes",Maisons et Villas,3.0,2.0,1.0,À Louer,5 février 2020,530.0
"Ariana, Ariana",Appartements,2.0,1.0,150.0,À Louer,5 février 2020,0.0
"Ariana, Raoued",Terrains et Fermes,,,,,5 février 2020,180.0
"Ariana, Ennasr",Appartements,2.0,2.0,150.0,À Louer,5 février 2020,1500.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",8.0,4.0,2000.0,À Louer,5 février 2020,0.0
